GroupHouseholdInfo/HHSizeF,HHSizeF
GroupMDDI/Food_SRf1,Food_SRf1
GroupLCSI/LhCSIBegged,LhCSIBegged
GroupHouseholdInfo/HHHSex,HHHSex
GroupLivelihoods/HHIncIncrWhy,HHIncIncrWhy
GroupEnd/HHRecommendations,HHRecommendations
GroupMDDI/HHENHealthMedPrb,HHENHealthMedPrb
GroupEnd/FreeResp,FreeResp
GroupMDDI/HHSchoolSituation_oth,HHSchoolSituation_oth
GroupLCSI/LhCSIBorrowCash,LhCSIBorrowCash
GroupLivelihoods/HHFarmSellChall,HHFarmSellChall
GroupLivelihoods/HHFarmInputChall,HHFarmInputChall
GroupHouseholdInfo/HHBreastfedM,HHBreastfedM
GroupHouseholdInfo/HHBreastfedF,HHBreastfedF
GroupMDDI/Food_SRf1_oth,Food_SRf1_oth
GroupMDDI/RESPWorryRsns_oth,RESPWorryRsns_oth
GroupDeb/HHDebtPaidWhen,HHDebtPaidWhen
GroupDeb/HHBorrowWhy,HHBorrowWhy
GroupLivelihoods/HHIncFirst_oth,HHIncFirst_oth
GroupHouseholdInfo/HHDisabledType,HHDisabledType
GroupLivelihoods/HHIncRedWhy_oth,HHIncRedWhy_oth
GroupDeb/HHBorrowWhy_oth,HHBorrowWhy_oth
GroupMDDI/FoodConstr,FoodConstr
GroupMDDI/HWaterConstr,HWaterConstr
