,Round,Demograph,Demograph_Value,Indicator,Indicator_Value,Weighted_Count
35,R1,HHFarm,HHFarm_Yes,FG_VitA_Cat_1-6 days,0.055978228429051806,72.2
36,R1,HHIll,HHIll_No,FG_VitA_Cat_1-6 days,0.04345995389888354,323.9
37,R1,HHIll,HHIll_Yes,FG_VitA_Cat_1-6 days,0.06535791768132222,93.1
38,R1,Food_SRf1,Food_SRf1_Exchange labor,FG_VitA_Cat_1-6 days,0.0,8.6
39,R1,Food_SRf1,Food_SRf1_Food assistance_Govt,FG_VitA_Cat_1-6 days,0.0,3.0
40,R1,Food_SRf1,Food_SRf1_Gift from family_friends,FG_VitA_Cat_1-6 days,0.0,9.2
41,R1,Food_SRf1,Food_SRf1_Market_grocery,FG_VitA_Cat_1-6 days,0.046161516052106444,174.3
42,R1,Food_SRf1,Food_SRf1_Other,FG_VitA_Cat_1-6 days,0.0,1.1
43,R1,Food_SRf1,Food_SRf1_Own production,FG_VitA_Cat_1-6 days,0.05486148289458905,220.8
44,R1,HHRemitt_YN,HHRemitt_YN_No,FG_VitA_Cat_1-6 days,0.09081103877406452,22.5
45,R1,HHRemitt_YN,HHRemitt_YN_None before COVID,FG_VitA_Cat_1-6 days,0.04692556462442811,322.1
46,R1,HHRemitt_YN,HHRemitt_YN_Yes,FG_VitA_Cat_1-6 days,0.041466533332058526,72.4
47,R1,HHBorrow,HHBorrow_No,FG_VitA_Cat_1-6 days,0.05211858737437365,366.6
48,R1,HHBorrow,HHBorrow_Yes,FG_VitA_Cat_1-6 days,0.020925374111689644,50.4
49,R1,Total,Total_Total,FG_VitA_Cat_7 days,0.9516514127419952,417.0
50,R1,Division,Division_Central/Eastern,FG_VitA_Cat_7 days,0.9521890541076065,192.9
51,R1,Division,Division_Northern,FG_VitA_Cat_7 days,0.9393099071477431,66.9
52,R1,Division,Division_Western,FG_VitA_Cat_7 days,0.9562420653814188,157.3
53,R1,PrefLang,PrefLang_English,FG_VitA_Cat_7 days,0.9445976885949987,272.9
54,R1,PrefLang,PrefLang_Fijian,FG_VitA_Cat_7 days,0.9777829518496787,137.1
55,R1,PrefLang,PrefLang_Hindi,FG_VitA_Cat_7 days,0.7148572061351898,7.0
56,R1,Rural,Rural_Rural,FG_VitA_Cat_7 days,0.9497357098728478,201.4
57,R1,Rural,Rural_Urban,FG_VitA_Cat_7 days,0.9534412865025982,215.6
58,R1,HHHSex,HHHSex_Female,FG_VitA_Cat_7 days,0.9489615497143817,77.6
59,R1,HHHSex,HHHSex_Male,FG_VitA_Cat_7 days,0.9521176352617566,338.3
60,R1,HHHSex,HHHSex_Other,FG_VitA_Cat_7 days,1.0,1.1
61,R1,HH_04,HH_04_No,FG_VitA_Cat_7 days,0.9544007672253125,286.4
62,R1,HH_04,HH_04_Yes,FG_VitA_Cat_7 days,0.9456193949094172,130.6
63,R1,HH_Disabled,HH_Disabled_No,FG_VitA_Cat_7 days,0.9529656105272946,343.2
64,R1,HH_Disabled,HH_Disabled_Yes,FG_VitA_Cat_7 days,0.9455404329303576,73.8
65,R1,dep_ratio_cat,dep_ratio_cat_High,FG_VitA_Cat_7 days,0.9431763529071657,124.2
66,R1,dep_ratio_cat,dep_ratio_cat_Low,FG_VitA_Cat_7 days,0.9503302421137712,162.7
67,R1,dep_ratio_cat,dep_ratio_cat_Moderate,FG_VitA_Cat_7 days,0.9610936308086067,129.1
68,R1,dep_ratio_cat,dep_ratio_cat_nan,FG_VitA_Cat_7 days,1.0,1.0
69,R1,HHHEdu,HHHEdu_None,FG_VitA_Cat_7 days,1.0,10.3
70,R1,HHHEdu,HHHEdu_Primary,FG_VitA_Cat_7 days,0.9293362321716414,57.7
71,R1,HHHEdu,HHHEdu_Secondary,FG_VitA_Cat_7 days,0.9470214573781445,190.0
72,R1,HHHEdu,HHHEdu_Tertiary,FG_VitA_Cat_7 days,0.959252245166721,147.7
73,R1,HHHEdu,HHHEdu_Vocational,FG_VitA_Cat_7 days,1.0,11.3
74,R1,HDwellCond,HDwellCond_Do not own but live for free,FG_VitA_Cat_7 days,0.9300821068845757,43.9
75,R1,HDwellCond,HDwellCond_Other,FG_VitA_Cat_7 days,1.0,1.0
76,R1,HDwellCond,HDwellCond_Own,FG_VitA_Cat_7 days,0.9491788973940964,297.6
77,R1,HDwellCond,HDwellCond_Rent,FG_VitA_Cat_7 days,0.9735902667729011,74.4
78,R1,CARI_inc_cat,CARI_inc_cat_Informal,FG_VitA_Cat_7 days,0.9186165253928471,36.7
79,R1,CARI_inc_cat,CARI_inc_cat_None,FG_VitA_Cat_7 days,1.0,2.0
80,R1,CARI_inc_cat,CARI_inc_cat_Regular,FG_VitA_Cat_7 days,0.9546018472889839,378.4
81,R1,HH_Inc_Reduced,HH_Inc_Reduced_No,FG_VitA_Cat_7 days,0.9735789244508734,189.7
82,R1,HH_Inc_Reduced,HH_Inc_Reduced_Yes,FG_VitA_Cat_7 days,0.9333441857184698,227.3
83,R1,HHFarm,HHFarm_No,FG_VitA_Cat_7 days,0.9532492294512276,344.8
84,R1,HHFarm,HHFarm_Yes,FG_VitA_Cat_7 days,0.944021771570948,72.2
85,R1,HHIll,HHIll_No,FG_VitA_Cat_7 days,0.9565400461011163,323.9
86,R1,HHIll,HHIll_Yes,FG_VitA_Cat_7 days,0.9346420823186777,93.1
87,R1,Food_SRf1,Food_SRf1_Exchange labor,FG_VitA_Cat_7 days,1.0,8.6
88,R1,Food_SRf1,Food_SRf1_Food assistance_Govt,FG_VitA_Cat_7 days,1.0,3.0
89,R1,Food_SRf1,Food_SRf1_Gift from family_friends,FG_VitA_Cat_7 days,1.0,9.2
90,R1,Food_SRf1,Food_SRf1_Market_grocery,FG_VitA_Cat_7 days,0.9538384839478935,174.3
91,R1,Food_SRf1,Food_SRf1_Other,FG_VitA_Cat_7 days,1.0,1.1
92,R1,Food_SRf1,Food_SRf1_Own production,FG_VitA_Cat_7 days,0.9451385171054111,220.8
93,R1,HHRemitt_YN,HHRemitt_YN_No,FG_VitA_Cat_7 days,0.9091889612259354,22.5
94,R1,HHRemitt_YN,HHRemitt_YN_None before COVID,FG_VitA_Cat_7 days,0.9530744353755719,322.1
95,R1,HHRemitt_YN,HHRemitt_YN_Yes,FG_VitA_Cat_7 days,0.9585334666679413,72.4
96,R1,HHBorrow,HHBorrow_No,FG_VitA_Cat_7 days,0.9478814126256263,366.6
97,R1,HHBorrow,HHBorrow_Yes,FG_VitA_Cat_7 days,0.9790746258883104,50.4
0,R1,Total,Total_Total,FG_Protein_Cat_0 days,0.0,417.0
1,R1,Division,Division_Central/Eastern,FG_Protein_Cat_0 days,0.0,192.9
2,R1,Division,Division_Northern,FG_Protein_Cat_0 days,0.0,66.9
3,R1,Division,Division_Western,FG_Protein_Cat_0 days,0.0,157.3
4,R1,PrefLang,PrefLang_English,FG_Protein_Cat_0 days,0.0,272.9
5,R1,PrefLang,PrefLang_Fijian,FG_Protein_Cat_0 days,0.0,137.1
6,R1,PrefLang,PrefLang_Hindi,FG_Protein_Cat_0 days,0.0,7.0
7,R1,Rural,Rural_Rural,FG_Protein_Cat_0 days,0.0,201.4
8,R1,Rural,Rural_Urban,FG_Protein_Cat_0 days,0.0,215.6
9,R1,HHHSex,HHHSex_Female,FG_Protein_Cat_0 days,0.0,77.6
10,R1,HHHSex,HHHSex_Male,FG_Protein_Cat_0 days,0.0,338.3
11,R1,HHHSex,HHHSex_Other,FG_Protein_Cat_0 days,0.0,1.1
12,R1,HH_04,HH_04_No,FG_Protein_Cat_0 days,0.0,286.4
13,R1,HH_04,HH_04_Yes,FG_Protein_Cat_0 days,0.0,130.6
14,R1,HH_Disabled,HH_Disabled_No,FG_Protein_Cat_0 days,0.0,343.2
15,R1,HH_Disabled,HH_Disabled_Yes,FG_Protein_Cat_0 days,0.0,73.8
16,R1,dep_ratio_cat,dep_ratio_cat_High,FG_Protein_Cat_0 days,0.0,124.2
17,R1,dep_ratio_cat,dep_ratio_cat_Low,FG_Protein_Cat_0 days,0.0,162.7
18,R1,dep_ratio_cat,dep_ratio_cat_Moderate,FG_Protein_Cat_0 days,0.0,129.1
19,R1,dep_ratio_cat,dep_ratio_cat_nan,FG_Protein_Cat_0 days,0.0,1.0
20,R1,HHHEdu,HHHEdu_None,FG_Protein_Cat_0 days,0.0,10.3
21,R1,HHHEdu,HHHEdu_Primary,FG_Protein_Cat_0 days,0.0,57.7
22,R1,HHHEdu,HHHEdu_Secondary,FG_Protein_Cat_0 days,0.0,190.0
23,R1,HHHEdu,HHHEdu_Tertiary,FG_Protein_Cat_0 days,0.0,147.7
24,R1,HHHEdu,HHHEdu_Vocational,FG_Protein_Cat_0 days,0.0,11.3
25,R1,HDwellCond,HDwellCond_Do not own but live for free,FG_Protein_Cat_0 days,0.0,43.9
26,R1,HDwellCond,HDwellCond_Other,FG_Protein_Cat_0 days,0.0,1.0
27,R1,HDwellCond,HDwellCond_Own,FG_Protein_Cat_0 days,0.0,297.6
28,R1,HDwellCond,HDwellCond_Rent,FG_Protein_Cat_0 days,0.0,74.4
29,R1,CARI_inc_cat,CARI_inc_cat_Informal,FG_Protein_Cat_0 days,0.0,36.7
30,R1,CARI_inc_cat,CARI_inc_cat_None,FG_Protein_Cat_0 days,0.0,2.0
31,R1,CARI_inc_cat,CARI_inc_cat_Regular,FG_Protein_Cat_0 days,0.0,378.4
32,R1,HH_Inc_Reduced,HH_Inc_Reduced_No,FG_Protein_Cat_0 days,0.0,189.7
33,R1,HH_Inc_Reduced,HH_Inc_Reduced_Yes,FG_Protein_Cat_0 days,0.0,227.3
34,R1,HHFarm,HHFarm_No,FG_Protein_Cat_0 days,0.0,344.8
35,R1,HHFarm,HHFarm_Yes,FG_Protein_Cat_0 days,0.0,72.2
36,R1,HHIll,HHIll_No,FG_Protein_Cat_0 days,0.0,323.9
37,R1,HHIll,HHIll_Yes,FG_Protein_Cat_0 days,0.0,93.1
38,R1,Food_SRf1,Food_SRf1_Exchange labor,FG_Protein_Cat_0 days,0.0,8.6
39,R1,Food_SRf1,Food_SRf1_Food assistance_Govt,FG_Protein_Cat_0 days,0.0,3.0
40,R1,Food_SRf1,Food_SRf1_Gift from family_friends,FG_Protein_Cat_0 days,0.0,9.2
41,R1,Food_SRf1,Food_SRf1_Market_grocery,FG_Protein_Cat_0 days,0.0,174.3
42,R1,Food_SRf1,Food_SRf1_Other,FG_Protein_Cat_0 days,0.0,1.1
43,R1,Food_SRf1,Food_SRf1_Own production,FG_Protein_Cat_0 days,0.0,220.8
44,R1,HHRemitt_YN,HHRemitt_YN_No,FG_Protein_Cat_0 days,0.0,22.5
45,R1,HHRemitt_YN,HHRemitt_YN_None before COVID,FG_Protein_Cat_0 days,0.0,322.1
46,R1,HHRemitt_YN,HHRemitt_YN_Yes,FG_Protein_Cat_0 days,0.0,72.4
47,R1,HHBorrow,HHBorrow_No,FG_Protein_Cat_0 days,0.0,366.6
48,R1,HHBorrow,HHBorrow_Yes,FG_Protein_Cat_0 days,0.0,50.4
49,R1,Total,Total_Total,FG_Protein_Cat_1-6 days,0.1578000235289437,417.0
50,R1,Division,Division_Central/Eastern,FG_Protein_Cat_1-6 days,0.15926155120773933,192.9
